,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bangladesh,BGD,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.80464174,12.91386149,13.12258142,13.39517034,13.66255949,13.84422699,14.07057101,14.23698652,14.33327324,14.38027829,14.40852843,14.57548514,14.73994455,14.84754863,14.85879836,14.75017324,14.7249661,14.65154768,14.53140956,14.38662165,14.24260176,14.18646493,14.19947855,14.25876294,14.31458037,14.30623127,14.30956398,14.27879587,14.20366488,14.08640147,13.93420331,13.83757052,13.72444654,13.58519149,13.41573623,13.21667673,13.03732252,12.8445462,12.63825943,12.42303083,12.20489556,12.04554941,11.90058871,11.76394961,11.62499914,11.47009712,11.3681467,11.26647394,11.15470071,11.02376509,10.86690369,10.68110498,10.47200851,10.24163972,10.00324621,9.77573583,9.571674368,9.396277449,9.247243631,9.113851696
Bangladesh,BGD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,38.2941512,39.0358496,39.777548,40.4049908,41.0324336,41.6598764,42.2873192,42.914762,42.4829798,42.0511976,41.6194154,41.1876332,40.755851,42.2728818,43.7899126,45.3069434,46.8239742,48.341005,49.0414066,49.7418082,50.4422098,51.1426114,51.843013,52.7217128,53.6004126,54.4791124,55.3578122,56.236512,57.2314528,58.2263936,59.2213344,60.2162752,61.211216,62.255883,63.30055,64.345217,65.389884,66.434551,67.2322976,68.0300442,68.8277908,69.6255374,70.423284,71.132092,71.8409,72.549708,73.258516,73.967324,74.586759,75.206194,75.825629,76.445064,77.064499,77.4911494,77.9177998,78.3444502,78.7711006,79.197751,79.5995176,
Bangladesh,BGD,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.6,10.2,,
Bangladesh,BGD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.082000017,2.121000051,2.11500001,2.121999979,2.118000031,2.115999937,2.381999969,2.645999908,3.005000114,3.332000017,3.714999914,4.248000145,4.84100008,5.951000214,7.084000111,6.493999958,6.59100008,6.734000206,7.385000229,4.440000057,5.394999981,6.43200016,7.609000206,7.521999836,7.467000008,7.379000187,6.744999886,6.623000145,6.203999996
Bangladesh,BGD,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633999825,5.842999935,6.164000034,6.355000019,6.53000021,6.722000122,7.350999832,8.041000366,8.82199955,9.539999962,9.140999794,8.263999939,6.815999985,7.342999935,7.631999969,5.903999805,6.374000072,6.968999863,7.967000008,5.962999821,7.063000202,8.385000229,9.869999886,9.866000175,9.86400032,9.833999634,10.36999989,10.22000027,10.28499985
Bangladesh,BGD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01019474,28.15030753,28.35176813,28.60846113,28.91226196,29.26101111,29.57825358,29.94638202,30.34264228,30.74477865,31.13394962,31.42016965,31.70921277,31.99390577,32.27175361,32.54928136,32.69832511,33.45986332,34.24483584,35.05438974,35.8866192,36.71886324,37.57142362,38.44823565,39.34729926,40.26744449,41.19002783,44.03890553,44.32290128,44.56406794
Bangladesh,BGD,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,,86.19999695,,,,,,,,,,,,,74.84999847,,,,,,,72.33999634,,,76.20999908,76.43000031,75.65000153,,,75.87999725,,78.26000214,,,,,72.02999878,,,,71.27999878,,,69.93000031,,,69.57849884,,,,58.9754982,,,53.75019836,,,53.11999893,54.92070007,,
Bangladesh,BGD,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90367561,,,25.7,,,,,,,5.72861,,,,,,
Bangladesh,BGD,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.12999725,,,87.69000244,,,,91.86000061,,
Bangladesh,BGD,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9499979,84.57699871,84.2130022,83.79000282,83.35999775,82.91200352,82.45300293,82.00199795,81.50800133,81.01900101,80.50700283,79.86200142,79.17400265,78.60000038,78.02599812,77.28800011,78.97200012,80.58799934,82.1269989,83.42199898,81.57599831,79.69799995,77.80000114,75.75699806,73.70599937,71.65100098,68.27499962,67.63899803,66.98700142
Bangladesh,BGD,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.43900299,72.93000031,72.34600067,71.88899994,71.47699738,70.76799774,69.76999664,68.75299835,67.66300201,66.59799957,66.35800171,66.47299957,66.98500061,66.05200195,65.26499939,65.75800323,64.12000275,62.36999893,60.33499908,60.22299957,58.13100052,55.92499924,53.65000153,52.27999878,50.91699982,49.61600113,51.34600067,51.38399887,51.0719986
Bangladesh,BGD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,53.1,,49.6,,,55.4,,,58.6,,,,52.9,,,,,51.4,,,,,47,,,,,43.4,,,,,,39.2,,,
Bangladesh,BGD,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,9.7,,10,,,9.4,,,9.6,,,,8.8,,,,,8.6,,,,,8.8,,,,,8.9,,,,,,8.6,,,
Bangladesh,BGD,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.209789053,3.578291088,4.539870471,4.755308479,4.865266383,4.388784245,4.728202894,5.075031146,3.840799257,4.115160555,4.439389706,4.140824452,3.955042735,3.584834561,3.611744195,3.379679471,3.020079806,2.994463034,,
Bangladesh,BGD,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.483137488,,,,,1.822547615,,,,,2.115408331,,,,,,4.513151944,,,
Bangladesh,BGD,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,
Bangladesh,BGD,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,0.8,,,,1.1,,,1,,,,2.1,,,1.5,,,,,
Bangladesh,BGD,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.234615,35.459023,34.713543,34.002426,33.361561,32.714684,32.129894,31.555668,31.017187,30.480528,29.974333,29.455549,28.983816,28.555811,28.165531,27.80978,,,,
Bangladesh,BGD,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,28.2,,,,,25.3,24.8,24.4,24,23.5,23.2,23,,,
Bangladesh,BGD,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,7,13,15,18,8,14,16,21,18,18,20,28,
Bangladesh,BGD,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,102.5,100.9,99.4,98,96.8,95.7,94.9,94.4,94.2,94.1,94.1,94.1,93.9,93.7,93.4,92.9,92.2,91.3,90.1,88.6,86.9,84.8,82.4,79.8,77.3,74.8,72.6,70.4,68.4,66.3,64.1,61.8,59.4,57,54.6,52.2,50,47.9,45.9,44.1,42.4,40.7,39.2,37.7,36.2,34.8,33.4,31.9,30.4,28.9,27.4,25.9,24.5,23.2,22,20.8,19.4,18.2,17.1,
Bangladesh,BGD,Number of deaths ages 5-14 years,SH.DTH.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72695,,,,,,,,,,34707,,,,,,,,,,30556,,,,,17184,,,12432,
Bangladesh,BGD,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87454,90.14223,90.13548,90.10918,98.2938,98.15917,,,,72.82153,,,
Bangladesh,BGD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69386,5.87042,5.50232,5.85214,8.23714,8.5096,8.97688,9.36174,
Bangladesh,BGD,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.74653,54.05916,54.27949,51.31852,62.28616,46.64491,44.35119,,,54.28199,75.30484,71.73495,68.10081,72.21014,78.91277,78.8914,,,67.61316,,,
Bangladesh,BGD,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.11771,43.04644,45.03028,45.08008,41.42316,36.043,33.74316,28.26998,28.25779,28.59999,29.56366,29.92512,31.04891,32.90159,34.01583,36.87466,,,41.05007,36.68254,,
Bangladesh,BGD,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.40026,50.29537,51.57329,52.11384,52.20099,53.06429,52.9966,50.96422,50.84752,51.81272,,51.26248,50.55189,53.78971,,64.02564,,,71.91602,,,
Bangladesh,BGD,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.40302,53.9701,57.24744,57.40749,63.0893,,55.9828,,,,48.07301,52.05643,51.18185,,
Bangladesh,BGD,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53197,93.23756,94.06333,97.41588,93.37419,,,,,,,,,
Bangladesh,BGD,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.50852,,,,,,,,,,42.97806,44.30748,42.37964,44.28248,50.28583,51.64768,53.11162,54.47362,
Bangladesh,BGD,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.49026,0.48609,0.55147,0.55177,0.51497,0.53723,0.54343,0.60843,0.60662,0.6052,0.60471,0.69485,0.70741,0.6054,0.69685,0.69203,0.69104,0.69185,0.80566,0.81181,0.84442,,,,,,,,,,,,,,,1.0455,1.0559,1.07234,1.0619,1.04786,1.06251,,,,,,,1.07176,1.07471,
Bangladesh,BGD,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058124611,,,,,0.369529759,,,,,,,,,
Bangladesh,BGD,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44711937,,,,,,,,,
Bangladesh,BGD,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,,,,,,,,,,,,,,,,,,,,,454134366.9,516585067.3,439171656.7,404966330,420680000,502192307.7,471933333.3,545129032.3,626185882.1,710996918.5,841732483.8,881092437,1072015915,1227142857,1188902743,1512388060,2287432763,2391428571,2458348018,2443032446,2367561121,2692920682,2738499042,3195993092,3351384406,3645186992,3681493478,3828463539,4348066594,4382438781,5238340248,6559154126,7149065073,7213747617,8128344517,9113640429,10931345679,13383070975,14874779056,14589151525
Bangladesh,BGD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89292729932,95631148594,1.03393E+11,1.11109E+11,1.18304E+11,1.26887E+11,1.34975E+11,1.43789E+11,1.52972E+11,1.62745E+11,1.75499E+11,1.8807E+11,2.00209E+11,2.13675E+11,2.3158E+11,2.54658E+11,2.83109E+11,3.13518E+11,3.42916E+11,3.63743E+11,3.89104E+11,4.22196E+11,4.81141E+11,5.18842E+11,5.55107E+11,5.91636E+11,6.4307E+11,6.92953E+11,7.67014E+11,8.45446E+11
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,19592.40505,20211.33869,20730.02407,20062.3896,21622.03433,21317.46223,21186.58707,20128.30482,21356.72523,21010.00655,21654.31247,20061.99885,16975.18333,17277.33779,18630.28968,17530.97339,18113.43412,18139.10268,18910.88492,19287.45395,18930.14138,19771.23563,19672.43492,19911.55674,20331.25741,20467.27771,20766.97358,20990.9535,20947.44232,21004.85575,21653.27229,21892.89699,22574.69023,23131.2874,23522.30229,24204.74216,24766.20216,25337.48094,26101.32479,26773.22745,27645.36524,28506.18803,29065.01835,29920.06854,30983.23635,32521.8152,34227.432,36196.68015,37936.35426,39407.71629,41138.10138,43299.12518,45593.2189,47779.14093,50099.34777,52789.06685,55930.50591,59365.81572,63365.30113,67820.8854
Bangladesh,BGD,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.407E+11,9.97689E+11,1.05209E+12,1.0473E+12,1.16201E+12,1.18067E+12,1.21098E+12,1.18826E+12,1.30102E+12,1.3169E+12,1.39091E+12,1.3147E+12,1.13098E+12,1.1686E+12,1.28069E+12,1.22833E+12,1.29787E+12,1.33256E+12,1.42683E+12,1.49534E+12,1.44655E+12,1.54161E+12,1.58295E+12,1.64518E+12,1.7305E+12,1.78317E+12,1.85995E+12,1.92718E+12,1.96968E+12,2.0196E+12,2.12726E+12,2.1978E+12,2.29125E+12,2.39004E+12,2.48717E+12,2.60113E+12,2.71163E+12,2.83168E+12,2.98259E+12,3.11706E+12,3.30251E+12,3.47729E+12,3.61745E+12,3.80413E+12,4.01747E+12,4.26909E+12,4.57612E+12,4.90424E+12,5.19118E+12,5.4641E+12,5.79425E+12,6.17921E+12,6.59431E+12,6.99936E+12,7.4298E+12,7.91538E+12,8.48273E+12,9.09645E+12,9.81529E+12,1.06356E+13
Bangladesh,BGD,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,-2.306155132,-6.641329813,-1.362520729,-4.730350791,6.093048124,3.236456739,-0.620548281,9.290612113,-4.708366566,-0.173975829,-0.208112356,6.452193426,1.242125463,0.997356858,-0.040288895,0.046316507,4.404449289,-3.681050985,1.019009303,0.906380306,3.064983629,1.655156501,0.892476148,0.073211832,2.280518075,2.44999848,3.703400793,2.962328683,1.960676856,2.357670652,6.115302412,5.065467665,6.401759492,6.004304941,4.099546058,3.935262183,5.247542026,4.226478218,5.036100621,4.494256602,3.133850463,4.923315677,5.501787153,5.095048328,6.899937793,
Bangladesh,BGD,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,,,,7.588879899,7.191693061,7.706154659,7.900769333,7.750578873,7.791825509,7.989178811,7.91121985,7.715139054,7.648439941,7.584969756,7.470281244,7.549329901,7.457045299,7.534847936,7.676451,7.636320249,7.703057417,7.686740286,7.781762164,7.771647652,7.776747172,7.741720073,7.807427386,7.759777005,7.756416112,7.741882586,7.671461989,7.753814718,7.677679319,7.705855972,7.558085473,7.510394256,8.261044883,8.188840316,8.073519745,8.091408112,8.034182906,7.985123539,7.913702412,8.003309878,8.12876184,8.142043578,8.191114548,8.280245872,8.27643947,
Bangladesh,BGD,Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0267878,23.83461816,22.64132913,22.64132913,17.78913893,14.57767858,14.80174985,21.08197405,21.96663726,21.08197405,21.08197404,21.08197404,21.08197404,20.54532473,20.54532473,17.52962239,20.16940055,17.52962239,17.52962239,9.137404979,9.13740498,9.757634148,9.757634148,9.757634148,9.757634148,9.757634148,9.757634148,9.757634148,,
Bangladesh,BGD,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,226993053.5,263549989.5,276869197.3,285087405.3,296989675.7,321644341.4,386256588.8,404960108.9,460503960.9,495643959.5,521998979.3,480057689.3,250514166.7,689132129.5,1157568227,1369606287,939265010.1,1083458209,1316355417,1534982306,2627747106,2831325423,2582283071,2649048848,2952393797,3221030024,3096970980,3273869887,3567442434,3714461768,4183373454,4330061263,4565273706,5111802526,5358902327,6032422652,6502616137,6811990632,7427621145,7377371048,7490618167,7655077835,7835086192,8509758204,9403023611,10238666667,10993750892,12685416379,14774963565,16888530705,18584403329,20577869200,21222528250,24661459165,28720955218,32751122557,37707553113,43201609118,49212333210,57284705138
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,9.307258373,11.69999897,10.80809699,11.65627794,14.12185539,13.3665973,12.65182215,12.59571799,11.60633145,11.66532876,12.50748406,10.72758452,13.73255915,11.85524718,10.3485456,8.100547239,17.63619316,12.38144623,15.4808518,15.79784406,17.88294732,14.11629594,15.53162433,14.71303159,13.41547204,12.83770602,11.83581054,11.69774799,12.24976334,12.7850303,13.05818553,12.22721492,12.34732859,14.10431403,13.86432091,17.34486186,16.36958007,15.80514283,16.12273217,16.62929817,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252,21.30458385,20.26789041,23.44393481,21.43605231
Bangladesh,BGD,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,,1.69674E+11,2.08455E+11,2.26362E+11,2.36576E+11,2.60129E+11,2.75539E+11,2.91007E+11,3.20952E+11,3.25869E+11,3.4192E+11,3.60778E+11,3.6965E+11,3.84464E+11,4.27385E+11,4.66865E+11,5.11723E+11,5.72882E+11,6.09887E+11,6.65467E+11,7.22608E+11,7.74041E+11,8.35459E+11,8.97451E+11,9.66172E+11,1.04548E+12,1.14756E+12,1.26103E+12,1.35115E+12,1.48377E+12,1.59339E+12,1.72986E+12,1.89525E+12,2.09554E+12,2.20795E+12,2.42555E+12,2.59822E+12,2.8297E+12,3.11688E+12,3.44421E+12,3.73496E+12
Bangladesh,BGD,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,20378024000,23336585600,24405746900,25960522100,26911343700,29401975600,31642320600,35962500300,37098314800,42091822300,44975569500,43872400600,40769651700,66267687600,1.063E+11,1.81609E+11,1.69605E+11,1.57277E+11,2.20748E+11,2.5986E+11,3.15562E+11,3.38546E+11,3.80836E+11,4.37277E+11,5.18938E+11,5.86865E+11,6.59526E+11,7.63596E+11,8.45496E+11,9.31632E+11,1.04533E+12,1.13085E+12,1.23655E+12,1.3245E+12,1.42587E+12,1.61658E+12,1.98119E+12,2.15636E+12,2.3484E+12,2.56354E+12,2.78679E+12,3.01659E+12,3.25288E+12,3.63972E+12,3.97874E+12,4.47466E+12,5.05043E+12,5.7966E+12,6.72771E+12,7.46485E+12,8.40898E+12,9.78095E+12,1.12948E+13,1.2751E+13,1.43085E+13,1.61779E+13,1.81387E+13,2.07819E+13,2.43952E+13,2.71579E+13
